chrom,TSS,TES,symbol,log2FoldChange,peak_chrom,start,end,peak_id,peak_count,strand,number_of_overlaps,id,TKO_mean_exp
chr3,89269071,89272070,Slc50a1,-0.23322117520005875,chr3,89267201,89281599,peak_7773,32.27067132610989,.,2999,ENSMUSG00000027953,14.130884888898251
chr3,89435206,89438205,Pbxip1,0.9015936173385498,.,-1,-1,.,-1,.,0,ENSMUSG00000042613,10.805912258294276
chr3,89772116,89775115,Ube2q1,0.16582219418500127,chr3,89772801,89776599,peak_7776,4.773397521633761,.,2314,ENSMUSG00000042572,10.66833420679677
chr3,90230097,90233096,Jtb,0.11091117740297492,chr3,90230401,90231199,peak_7779,1.9027456393759132,.,798,ENSMUSG00000027937,10.738848108982602
chr3,90432123,90435122,Ints3,0.228631639036234,chr3,90434201,90448999,peak_7782,28.000914326361265,.,921,ENSMUSG00000027933,10.60478004783495
chr3,90489534,90492533,Snapin,0.07591509815175929,chr3,90488201,90490399,peak_7783,6.820572250460617,.,865,ENSMUSG00000001018,10.92564287825306
chr3,90535754,90538753,S100a16,-0.23447815594457794,.,-1,-1,.,-1,.,0,ENSMUSG00000074457,10.99416275546425
chr3,92572236,92575235,Ivl,-0.14365267831177478,chr3,92573601,92632999,peak_7789,143.8177299623031,.,1634,ENSMUSG00000049128,14.160463419149186
chr3,94441818,94444817,Mrpl9,-0.02907157582561013,.,-1,-1,.,-1,.,0,ENSMUSG00000028140,12.551361610873764
chr3,94973231,94976230,Pi4kb,0.10076742093210549,.,-1,-1,.,-1,.,0,ENSMUSG00000038861,14.309929449351877
chr3,95105431,95108430,Pip5k1a,0.3451521449477855,.,-1,-1,.,-1,.,0,ENSMUSG00000028126,10.98624292717861
chr3,95623493,95626492,Ensa,0.028111296807167556,.,-1,-1,.,-1,.,0,ENSMUSG00000038619,14.224852589638726
chr3,95892469,95895468,Aph1a,-0.12356413249015993,.,-1,-1,.,-1,.,0,ENSMUSG00000015750,14.049936876505393
chr3,95927746,95930745,Anp32e,-0.37032080473993617,chr3,95926801,95931999,peak_7814,6.831649848698596,.,2999,ENSMUSG00000015749,14.53810997967219
chr3,96103027,96106026,Otud7b,0.27172341634327063,chr3,96084801,96175999,peak_7817,167.6160092337202,.,2999,ENSMUSG00000038495,12.174293787478698
chr3,96628433,96631432,Rbm8a,-0.049281934347155616,.,-1,-1,.,-1,.,0,ENSMUSG00000038374,13.769182002156507
chr3,96726129,96729128,Polr3c,-0.16098709824435165,.,-1,-1,.,-1,.,0,ENSMUSG00000028099,10.931480155182276
chr3,97899690,97902689,Sec22b,-0.17643906810971638,.,-1,-1,.,-1,.,0,ENSMUSG00000027879,11.64586605272171
chr3,104863006,104866005,Capza1,-0.207778364461894,.,-1,-1,.,-1,.,0,ENSMUSG00000070372,11.935153876816976
chr3,108085152,108088151,Ampd2,-0.010670729825158261,chr3,108086801,108089399,peak_7893,14.083667434721551,.,1350,ENSMUSG00000027889,12.39087840512607
chr3,108560967,108563966,Tmem167b,0.06403268241128565,.,-1,-1,.,-1,.,0,ENSMUSG00000068732,12.476093841936287
chr3,116506709,116509708,Rtca,-0.5153090835694316,.,-1,-1,.,-1,.,0,ENSMUSG00000000339,11.933522312059727
chr3,116857964,116860963,Frrs1,-1.578024019019211,chr3,116855401,116867999,peak_7936,47.05095965399231,.,2999,ENSMUSG00000033386,10.56759990634505
chr3,122272888,122275887,Dnttip2,-0.3122519682289577,.,-1,-1,.,-1,.,0,ENSMUSG00000039756,10.414271815341175
chr3,130060054,130063053,Sec24b,-0.24725360811502056,chr3,130062001,130063199,peak_7991,4.1028137375452856,.,1052,ENSMUSG00000001052,10.746082062494986
chr3,138441593,138444592,Adh5,-0.30070435152307556,.,-1,-1,.,-1,.,0,ENSMUSG00000028138,14.849721392202865
chr3,144718836,144721835,Sh3glb1,-0.482133394308087,chr3,144627201,144722399,peak_8062,291.5345625683077,.,2999,ENSMUSG00000037062,14.67261363948125
chr3,153943133,153946132,Acadm,1.4052702008888256,chr3,153938001,153971199,peak_8136,44.54937328758911,.,2999,ENSMUSG00000062908,11.556075424690416
chr3,159838172,159841171,Wls,0.5734647761395898,.,-1,-1,.,-1,.,0,ENSMUSG00000028173,14.454058312544495
chr4,11484458,11487457,Virma,0.2403531444740734,chr4,11484201,11485399,peak_8189,3.886556964073205,.,941,ENSMUSG00000040720,12.70705600385054
chr4,19568609,19571608,Cpne3,-0.2026507993397132,.,-1,-1,.,-1,.,0,ENSMUSG00000028228,12.358279499031424
chr4,40268351,40271350,Topors,0.0894199652966281,.,-1,-1,.,-1,.,0,ENSMUSG00000036822,12.729597922265368
chr4,40720650,40723649,Dnaja1,0.38741039867163946,chr4,40699601,40722199,peak_8285,55.069313244358966,.,1549,ENSMUSG00000028410,13.81309646656224
chr4,40969406,40972405,Nfx1,-0.0053050024785110395,.,-1,-1,.,-1,.,0,ENSMUSG00000028423,10.710553391968416
chr4,41347496,41350495,Ubap1,0.2716554146242661,chr4,41345601,41355799,peak_8293,17.655508581687265,.,2999,ENSMUSG00000028437,13.95995382305809
chr4,41463651,41466650,Nudt2,-0.17841155173021245,chr4,41465401,41465999,peak_8294,1.0324709413741633,.,598,ENSMUSG00000028443,12.58345907676274
chr4,43440439,43443438,Tesk1,0.2664391943808546,.,-1,-1,.,-1,.,0,ENSMUSG00000028458,11.18495166881222
chr4,43577215,43580214,Rgp1,0.5157669550086499,.,-1,-1,.,-1,.,0,ENSMUSG00000028468,14.179505722447024
chr4,44979895,44982894,Grhpr,-0.03631662306167472,chr4,44979601,44984599,peak_8317,8.606604959037128,.,2999,ENSMUSG00000035637,14.039219749067724
chr4,45407267,45410266,Slc25a51,-0.05911530876889782,.,-1,-1,.,-1,.,0,ENSMUSG00000045973,12.196285481969097
chr4,45530971,45533970,Shb,-0.0933035981017586,.,-1,-1,.,-1,.,0,ENSMUSG00000044813,11.766549130847174
chr4,45963834,45966833,Tdrd7,-0.39781749577250536,chr4,45940201,45971599,peak_8325,115.82076420123394,.,2999,ENSMUSG00000035517,13.937806353040973
chr4,46487748,46490747,Nans,-0.3309521725427989,chr4,46485601,46489199,peak_8330,10.842612272521912,.,1451,ENSMUSG00000028334,12.260213004061447
chr4,47472834,47475833,Alg2,0.027859390310249012,.,-1,-1,.,-1,.,0,ENSMUSG00000039740,13.135834861618262
chr4,48278059,48281058,Erp44,-0.2954315258601263,.,-1,-1,.,-1,.,0,ENSMUSG00000028343,10.420434600840855
chr4,49630506,49633505,Rnf20,0.23939865304075647,.,-1,-1,.,-1,.,0,ENSMUSG00000028309,12.566015685217643
chr4,52437743,52440742,Smc2,-0.9215350347096812,.,-1,-1,.,-1,.,0,ENSMUSG00000028312,11.401365571408965
chr4,53438913,53441912,Slc44a1,-0.20611271706758477,chr4,53436601,53477799,peak_8351,78.72559968948599,.,2999,ENSMUSG00000028412,10.56997566969511
chr4,58552399,58555398,Lpar1,-0.8600012488048941,chr4,58398201,58584799,peak_8395,337.22054414251187,.,2999,ENSMUSG00000038668,10.351716949952866
chr4,58911250,58914249,Ecpas,-0.09084502347043376,chr4,58913201,58914599,peak_8396,1.6650882666929903,.,1048,ENSMUSG00000050812,11.709522254481808
chr4,59547865,59550864,Ptbp3,-0.07287937318583314,chr4,59544801,59551799,peak_8403,7.100498649702349,.,2999,ENSMUSG00000028382,10.75167856838105
chr4,65603486,65606485,Trim32,0.03229254458541785,chr4,65603801,65604799,peak_8436,3.778737399897268,.,998,ENSMUSG00000051675,11.865300232312272
chr4,80909146,80912145,Lurap1l,-0.09960265497582736,chr4,80907601,80975999,peak_8451,310.03974539572096,.,2999,ENSMUSG00000048706,10.802298078133873
chr4,83484960,83487959,Psip1,-0.2727343384626953,.,-1,-1,.,-1,.,0,ENSMUSG00000028484,14.18005424064439
chr4,98922310,98925309,Usp1,-0.4947855997172851,chr4,98921201,98922799,peak_8548,3.316479503089745,.,489,ENSMUSG00000028560,10.487249623046775
chr4,106909201,106912200,Ssbp3,0.852932212552852,chr4,106905401,106924799,peak_8585,17.326921682244475,.,2999,ENSMUSG00000061887,14.729722981768017
chr4,107252033,107255032,Lrrc42,0.449775293207612,.,-1,-1,.,-1,.,0,ENSMUSG00000028617,12.628083938348588
chr4,108846285,108849284,Kti12,-0.27166671036318624,.,-1,-1,.,-1,.,0,ENSMUSG00000073775,11.372326143529644
chr4,108999155,109002154,Nrd1,-0.04797030866276087,chr4,108998201,109011599,peak_8604,17.81063134567667,.,2999,ENSMUSG00000053510,14.662277188720315
chr4,109200773,109203772,Osbpl9,9.407270603650656e-4,chr4,109203001,109241199,peak_8607,174.2807610238227,.,771,ENSMUSG00000028559,13.093633551605611
chr4,109278768,109281767,Eps15,-0.08113722447157933,.,-1,-1,.,-1,.,0,ENSMUSG00000028552,10.28709785396416
chr4,109483229,109486228,Rnf11,0.5612197688852332,chr4,109430601,109488199,peak_8609,47.633853358729894,.,2999,ENSMUSG00000028557,11.576523675417514
chr4,116122340,116125339,Pomgnt1,-0.12425656732429553,.,-1,-1,.,-1,.,0,ENSMUSG00000028700,10.920860690859039
chr4,116462684,116465683,Mast2,-0.4110734502981085,chr4,116461401,116466799,peak_8624,8.834540223462358,.,2999,ENSMUSG00000003810,14.788563573156223
chr4,116992914,116995913,Urod,0.1262617420332037,.,-1,-1,.,-1,.,0,ENSMUSG00000028684,11.612213820546955
chr4,117124226,117127225,Btbd19,-0.1858816494159955,chr4,117117601,117146399,peak_8630,99.46787293131426,.,2999,ENSMUSG00000073771,12.248216632818702
chr4,117881988,117884987,B4galt2,-0.7077679650247722,chr4,117881201,117890799,peak_8636,12.647623210115123,.,2999,ENSMUSG00000028541,14.940351786322136
chr4,118619299,118622298,Ebna1bp2,-0.49110999816907225,.,-1,-1,.,-1,.,0,ENSMUSG00000028729,11.398139893701035
chr4,119193806,119196805,Svbp,0.04932526804967237,.,-1,-1,.,-1,.,0,ENSMUSG00000028643,13.02410802230271
chr4,120568777,120571776,Ctps,-0.2374767866394969,chr4,120571201,120572999,peak_8661,6.832598387293986,.,575,ENSMUSG00000028633,12.990674809779584
chr4,123748846,123751845,Akirin1,-0.3108355987304012,chr4,123750601,123759599,peak_8679,11.121165661214663,.,1244,ENSMUSG00000023075,12.14813273512724
chr4,124713276,124716275,Sf3a3,-0.3015726816577812,.,-1,-1,.,-1,.,0,ENSMUSG00000028902,12.635090868186765
chr4,124849179,124852178,Yrdc,-0.38221532439945916,.,-1,-1,.,-1,.,0,ENSMUSG00000028889,13.825798326145893
chr4,126045425,126048424,Mrps15,-0.09036492219549971,.,-1,-1,.,-1,.,0,ENSMUSG00000028861,12.189047188033605
chr4,126751939,126754938,Ncdn,0.3897463679201203,.,-1,-1,.,-1,.,0,ENSMUSG00000028833,10.761945232781972
chr4,127242284,127245283,Smim12,-0.09684312476656357,.,-1,-1,.,-1,.,0,ENSMUSG00000042380,11.633385917242624
chr4,128804546,128807545,Zfp362,0.25066124981733895,chr4,128802201,128813199,peak_8700,19.39970618538394,.,2999,ENSMUSG00000028799,10.227169628813533
chr4,129056771,129059770,Rnf19b,0.05724249728950911,chr4,129055001,129071399,peak_8705,23.784438214522055,.,2999,ENSMUSG00000028793,12.376757176717364
chr4,129541214,129544213,Hdac1,0.13413862180199887,chr4,129543001,129544599,peak_8710,4.050470340562269,.,1212,ENSMUSG00000028800,12.747622538039026
chr4,129599168,129602167,Tmem234,0.07215146399889558,.,-1,-1,.,-1,.,0,ENSMUSG00000028797,13.421200986022205
chr4,129639566,129642565,Txlna,0.09900646099903178,chr4,129638801,129640199,peak_8713,4.605877761454365,.,633,ENSMUSG00000053841,14.023310499304204
chr4,129671268,129674267,Kpna6,-0.006961313002365193,.,-1,-1,.,-1,.,0,ENSMUSG00000003731,13.527403083894855
chr4,130661821,130664820,Pum1,0.14464513016671596,.,-1,-1,.,-1,.,0,ENSMUSG00000028580,13.463466293042831
chr4,131872117,131875116,Srsf4,-0.09561676771719911,.,-1,-1,.,-1,.,0,ENSMUSG00000028911,11.349364987036715
chr4,132352106,132355105,Rcc1,-0.6785262523219019,chr4,132353801,132355999,peak_8728,3.7464015016495464,.,1304,ENSMUSG00000028896,10.208272201029766
chr4,132841670,132844669,Ppp1r8,-0.5706300415707455,.,-1,-1,.,-1,.,0,ENSMUSG00000028882,10.733036049114599
chr4,132883010,132886009,Stx12,-0.10615615504446974,.,-1,-1,.,-1,.,0,ENSMUSG00000028879,10.824504130241708
chr4,132921059,132924058,Fam76a,0.02712611494788791,.,-1,-1,.,-1,.,0,ENSMUSG00000028878,14.552647249060556
chr4,133276293,133279292,Tmem222,-0.27442743561853905,chr4,133278001,133279999,peak_8747,2.364017752477733,.,1291,ENSMUSG00000028857,12.190580598143145
chr4,133368206,133371205,Slc9a1,-0.297388125502494,chr4,133371201,133382999,peak_8749,31.903131562752243,.,4,ENSMUSG00000028854,11.940686192838026
chr4,133497051,133500050,Trnp1,0.07444657309066634,.,-1,-1,.,-1,.,0,ENSMUSG00000056596,11.400979968403721
chr4,133755270,133758269,Arid1a,0.3553851588786251,chr4,133754801,133756199,peak_8759,5.2753758346337545,.,929,ENSMUSG00000007880,12.978198596381974
chr4,133967151,133970150,Hmgn2,-0.06705536843288977,.,-1,-1,.,-1,.,0,ENSMUSG00000003038,10.289176380595052
chr4,133999419,134002418,Dhdds,-0.1828945112702662,.,-1,-1,.,-1,.,0,ENSMUSG00000012117,10.041305609990035
chr4,134929398,134932397,Syf2,0.2510208156801128,.,-1,-1,.,-1,.,0,ENSMUSG00000028821,13.130621409141217
chr4,135119152,135122151,Runx3,-1.6833679494472318,chr4,135117801,135120199,peak_8781,7.736087157136841,.,1047,ENSMUSG00000070691,13.758035362096939
chr4,135351822,135354821,Srrm1,0.020039002398846865,chr4,135350201,135356199,peak_8786,9.019277922862994,.,2999,ENSMUSG00000028809,12.70002076328254
chr4,135872351,135875350,Pnrc2,-0.07144865140778553,chr4,135874801,135876999,peak_8793,7.784881671723993,.,549,ENSMUSG00000028675,11.51744050833997
chr4,136020264,136023263,Eloa,0.007185039834520942,.,-1,-1,.,-1,.,0,ENSMUSG00000028668,14.371505581011865
chr4,136601224,136604223,Kdm1a,0.3765898806110259,.,-1,-1,.,-1,.,0,ENSMUSG00000036940,10.32020219734897
chr4,138324808,138327807,Pink1,0.375356774224383,.,-1,-1,.,-1,.,0,ENSMUSG00000028756,10.598386152578797
chr4,139129614,139132613,Micos10,0.054938253270130175,.,-1,-1,.,-1,.,0,NA,NA
chr4,139309244,139312243,Akr7a5,0.349606788318612,.,-1,-1,.,-1,.,0,ENSMUSG00000028743,11.745498423783163
chr4,139351077,139354076,Mrto4,-0.25761974972938023,.,-1,-1,.,-1,.,0,ENSMUSG00000028741,11.843131979384802
chr4,139529048,139532047,Iffo2,-0.35193084767651617,chr4,139526601,139537799,peak_8829,16.5358659362043,.,2999,ENSMUSG00000041025,11.194928641726104
chr4,140664513,140667512,Arhgef10l,0.1507819450820701,chr4,140602401,140710399,peak_8837,460.4074859364604,.,2999,ENSMUSG00000040964,14.07848824761148
chr4,141237999,141240998,Arhgef19,0.4624415522377474,chr4,141235601,141249599,peak_8847,38.399494683016314,.,2999,ENSMUSG00000028919,11.623850885640115
chr4,141663400,141666399,Plekhm2,0.004150982095410912,chr4,141657601,141685399,peak_8855,62.34690149995482,.,2999,ENSMUSG00000028917,11.148420755618533
chr4,148037577,148040576,Mthfr,0.1642755127553467,chr4,148036801,148040799,peak_8868,14.499427439704643,.,2999,ENSMUSG00000029009,10.837890424319449
chr4,148150641,148153640,Fbxo6,-0.1659348977997331,chr4,148147201,148151199,peak_8871,18.35022416524555,.,558,ENSMUSG00000055401,13.34852543250842
chr4,148556929,148559928,Exosc10,-0.21650029868525467,chr4,148559001,148560999,peak_8874,2.452385948871885,.,927,ENSMUSG00000017264,13.010708123768646
chr4,149483729,149486728,Lzic,0.04517363990892469,chr4,149486601,149487799,peak_8885,3.7595536415915265,.,127,ENSMUSG00000028990,10.840426367150064
chr4,152295727,152298726,Icmt,0.12084357073253155,.,-1,-1,.,-1,.,0,ENSMUSG00000039662,13.685936914882966
chr4,154159167,154162166,Tprgl,0.11269994245266622,.,-1,-1,.,-1,.,0,ENSMUSG00000029030,13.365925635050255
chr4,155248302,155251301,Faap20,0.15031613826295337,chr4,155212401,155252599,peak_8926,72.48353978713772,.,2999,ENSMUSG00000073684,10.325493229087378
chr4,155623354,155626353,Cdk11b,0.09308905736383276,.,-1,-1,.,-1,.,0,ENSMUSG00000029062,12.793254810075666
chr4,155667699,155670698,Mib2,0.12602765032108407,.,-1,-1,.,-1,.,0,ENSMUSG00000029060,10.484797445756877
chr4,155703300,155706299,Ssu72,0.14393507874147224,.,-1,-1,.,-1,.,0,ENSMUSG00000029038,14.844429297199785
chr4,155810989,155813988,Ccnl2,0.3659905959247384,chr4,155802401,155812199,peak_8931,6.413605484262249,.,1210,ENSMUSG00000029068,14.299770510585445
chr4,155890322,155893321,Acap3,-0.1599290119450999,chr4,155893001,155893999,peak_8934,3.255830311800987,.,320,ENSMUSG00000029033,12.742850535500681
chr4,155991372,155994371,Sdf4,0.23368474199511396,chr4,155991401,155992599,peak_8935,9.246963754198143,.,1198,ENSMUSG00000029076,12.393769566713257
chr4,156199297,156202296,Isg15,0.13110441877789283,chr4,156199601,156203799,peak_8937,8.254158960602211,.,2695,ENSMUSG00000035692,10.901074168945684
chr5,3339985,3342984,Cdk6,-1.8423213401880334,chr5,3288001,3378599,peak_8943,239.45729688204344,.,2999,ENSMUSG00000040274,14.30770376699593
chr5,5693079,5696078,Steap2,-0.3912922833066102,chr5,5682001,5711999,peak_8970,139.27866664675636,.,2999,ENSMUSG00000015653,10.055626292890716
chr5,8044578,8047577,Sri,-0.3313207424759634,.,-1,-1,.,-1,.,0,ENSMUSG00000003161,11.646437932335564
chr5,24422031,24425030,Cdk5,0.4951735921761173,chr5,24388001,24425199,peak_9027,41.28223484072973,.,2999,ENSMUSG00000028969,10.629288917866859
chr5,24443788,24446787,Fastk,0.0559485910042734,chr5,24442801,24447399,peak_9028,11.631773931533324,.,2999,ENSMUSG00000028959,14.989736337815307
chr5,24585241,24588240,Chpf2,0.33086753213422554,.,-1,-1,.,-1,.,0,ENSMUSG00000038181,12.044376659057862
chr5,30153663,30156662,Hadha,0.12103338736788685,.,-1,-1,.,-1,.,0,ENSMUSG00000025745,10.373367516678691
chr5,31046812,31049811,Atraid,0.2179109589136352,.,-1,-1,.,-1,.,0,ENSMUSG00000013622,10.160133184903586
chr5,31200804,31203803,Zfp513,0.2588100675985199,chr5,31194401,31203799,peak_9063,6.956208812363297,.,2995,ENSMUSG00000043059,10.505033764755042
chr5,34635713,34638712,Mfsd10,-0.3104888209276314,chr5,34634601,34635799,peak_9087,1.637423038934159,.,86,ENSMUSG00000001082,14.712353979796863
chr5,34658649,34661648,Nop14,-0.23903747334020395,chr5,34661601,34663399,peak_9088,3.757775103638573,.,47,ENSMUSG00000036693,13.330083573900831
chr5,35891819,35894818,Afap1,0.04538437517113277,chr5,35891001,35981999,peak_9091,199.07752720673085,.,2999,ENSMUSG00000029094,12.97411182105538
chr5,38683327,38686326,Zfp518b,-1.044206486112733,chr5,38682201,38684599,peak_9112,6.082364499558189,.,1272,ENSMUSG00000046572,10.413362017555624
chr5,45448737,45451736,Qdpr,0.1834279109430333,chr5,45434201,45450399,peak_9138,6.009952510477325,.,1662,ENSMUSG00000015806,12.341742831925876
chr5,52189015,52192014,Dhx15,-0.11210445368687014,.,-1,-1,.,-1,.,0,ENSMUSG00000029169,10.768985751919313
chr5,52740074,52743073,Pi4k2b,-0.47246268298635885,.,-1,-1,.,-1,.,0,ENSMUSG00000029186,10.070128392938521
chr5,64091450,64094449,Pgm2,-0.22703269438082152,chr5,64091401,64116799,peak_9175,31.385036206156048,.,2999,NA,NA
chr5,65434450,65437449,Ugdh,-0.189233635352896,chr5,65428801,65461799,peak_9185,73.11362212927231,.,2999,ENSMUSG00000029201,13.90311003883371
chr5,66617285,66620284,Apbb2,-0.14539326265660807,chr5,66372401,66622999,peak_9194,836.1528162208419,.,2999,ENSMUSG00000029207,11.0698344318287
chr5,73291284,73294283,Ociad1,-0.091532867799406,chr5,73277601,73292399,peak_9208,54.545876413230616,.,1115,ENSMUSG00000029152,11.27008201859205
chr5,77263991,77266990,Rest,0.22125946173399405,.,-1,-1,.,-1,.,0,ENSMUSG00000029249,12.742852186644875
chr5,77308647,77311646,Polr2b,-0.11467716873877229,.,-1,-1,.,-1,.,0,ENSMUSG00000029250,10.616353836470173
chr5,88674672,88677671,Grsf1,0.2159069277335376,.,-1,-1,.,-1,.,0,ENSMUSG00000044221,11.01599533598561
chr5,91138099,91141098,Areg,-4.96869224861608,chr5,91140401,91159199,peak_9257,17.278456658193008,.,697,ENSMUSG00000029378,11.022448223372795
chr5,92136438,92139437,Uso1,-0.27916048800186577,.,-1,-1,.,-1,.,0,ENSMUSG00000029407,13.054169707678081
chr5,92505334,92508333,Scarb2,0.24061924576029475,.,-1,-1,.,-1,.,0,ENSMUSG00000029426,11.832156647367572
chr5,99035852,99038851,Prkg2,-0.18473722355942482,.,-1,-1,.,-1,.,0,ENSMUSG00000029334,12.003927548443503
chr5,99977439,99980438,Hnrnpd,-0.07160871386940046,.,-1,-1,.,-1,.,0,ENSMUSG00000000568,11.477968860780571
chr5,103690874,103693873,Aff1,-0.051273005338970265,chr5,103693401,103777799,peak_9313,242.63546014014895,.,472,ENSMUSG00000029313,13.200383082595325
chr5,104044806,104047805,Nudt9,-0.5110729881155015,chr5,104042801,104074199,peak_9317,97.57389060162876,.,2999,ENSMUSG00000029310,13.812034099821293
chr5,104457950,104460949,Pkd2,-0.07343241378326698,chr5,104341001,104467999,peak_9319,727.2941255416922,.,2999,ENSMUSG00000034462,11.187626623245668
chr5,110769218,110772217,Ep400,0.11963286141254754,.,-1,-1,.,-1,.,0,ENSMUSG00000029505,10.14286504085045
chr5,110779160,110782159,Pus1,0.03928940042778125,.,-1,-1,.,-1,.,0,ENSMUSG00000029507,13.575282589775794
chr5,112324858,112327857,Tfip11,-0.04322370731889829,chr5,112319601,112326199,peak_9361,23.947123857996914,.,1341,ENSMUSG00000029345,11.740065153706471
chr5,113771248,113774247,Iscu,0.10093674348150784,.,-1,-1,.,-1,.,0,ENSMUSG00000025825,14.337443818548138
chr5,114773177,114776176,Ankrd13a,-0.04209088439600632,chr5,114760401,114777599,peak_9388,10.16490842203713,.,2999,ENSMUSG00000041870,12.481793310641137
chr5,115117847,115120846,Acads,0.30832887137061926,chr5,115117801,115120199,peak_9396,3.7069820154601705,.,2352,ENSMUSG00000029545,10.738658512993325
chr5,115133476,115136475,Unc119b,0.00938377207643718,.,-1,-1,.,-1,.,0,ENSMUSG00000046562,10.928085053049323
chr5,115505176,115508175,Pxn,0.1651503211150879,.,-1,-1,.,-1,.,0,ENSMUSG00000029528,13.469544456524297
chr5,115563754,115566753,Gcn1,0.05279482790433746,chr5,115566201,115582199,peak_9404,8.831117708429417,.,552,NA,NA
chr5,117355804,117358803,Wsb2,0.07884002043617995,chr5,117355201,117367599,peak_9419,28.029882723604512,.,2999,ENSMUSG00000029364,13.921316840293823
chr5,120587174,120590173,Tpcn1,-0.1316469821710151,chr5,120550001,120587799,peak_9438,152.3437916853976,.,625,ENSMUSG00000032741,10.54230879020951
chr5,120611239,120614238,Ddx54,0.05249961120182424,.,-1,-1,.,-1,.,0,ENSMUSG00000029599,14.448588526138677
chr5,122156778,122159777,Ppp1cc,0.13023971125521047,chr5,122145401,122169399,peak_9447,17.459190108366847,.,2999,ENSMUSG00000004455,14.668029014745127
chr5,122390378,122393377,Arpc3,-0.17437791453542317,.,-1,-1,.,-1,.,0,ENSMUSG00000029465,12.330573025681842
chr5,124539195,124542194,Tmed2,-0.6797949006097928,chr5,124523201,124540599,peak_9478,11.461550086605202,.,1404,ENSMUSG00000029390,11.54631958868566
chr5,129007075,129010074,Stx2,-0.38461535343504666,chr5,128999201,129007799,peak_9494,25.055069268612467,.,724,ENSMUSG00000029428,10.873318471222335
chr5,129785950,129788949,Psph,-0.9001857198770933,chr5,129785201,129790599,peak_9500,4.3728598185314755,.,2999,ENSMUSG00000029446,12.203481876492633
chr5,130215581,130218580,Tmem248,-0.04332111350949309,.,-1,-1,.,-1,.,0,ENSMUSG00000053094,13.52368792783186
chr5,134313261,134316260,Gtf2i,0.7738777827682664,chr5,134315601,134317399,peak_9514,5.99159397049326,.,659,ENSMUSG00000060261,10.535130895686596
chr5,135185764,135188763,Baz1b,-0.2541363503239641,chr5,135185401,135186599,peak_9526,3.434531611801973,.,835,ENSMUSG00000002748,13.951718574056274
chr5,135393047,135396046,Pom121,-0.09456694741931043,chr5,135394801,135395999,peak_9529,3.4094386989535592,.,1198,ENSMUSG00000053293,12.201700608840774
chr5,136082416,136085415,Rasa4,-0.35856018691883973,chr5,136085001,136113199,peak_9542,53.128535893254465,.,414,ENSMUSG00000004952,13.365728933138099
chr5,137501019,137504018,Pop7,-0.34535557508979997,chr5,137499801,137510199,peak_9561,15.680079875861091,.,2999,ENSMUSG00000029715,10.67332605783735
chr5,137517048,137520047,Gigyf1,0.31227833146157113,.,-1,-1,.,-1,.,0,ENSMUSG00000029714,12.417574680276045
chr5,137786156,137789155,Mepce,0.36768331249031255,chr5,137777201,137788799,peak_9568,15.862162176857922,.,2643,ENSMUSG00000029726,10.80144072067694
chr5,138253982,138256981,Lamtor4,0.20340941010777258,chr5,138256201,138263199,peak_9570,3.361384604781451,.,780,ENSMUSG00000050552,12.085494957980837
chr5,138995871,138998870,Pdgfa,-0.040881732138630944,chr5,138978201,138998399,peak_9576,12.096656276448114,.,2528,ENSMUSG00000025856,12.634717677909103
chr5,139199137,139202136,Sun1,-0.497847469037487,chr5,139187801,139227799,peak_9580,27.39456145875312,.,2999,ENSMUSG00000036817,12.467220049653879
chr5,139734837,139737836,Micall2,-0.3187095483172031,chr5,139720401,139740199,peak_9588,82.85871686832148,.,2999,ENSMUSG00000036718,12.796559434527722
chr5,140320053,140323052,Mad1l1,-0.3668499006638175,.,-1,-1,.,-1,.,0,ENSMUSG00000029554,11.066871241241135
chr5,140387763,140390762,Snx8,-0.035977247526641304,chr5,140380601,140388399,peak_9591,5.955277547096252,.,636,ENSMUSG00000029560,11.421288780102822
chr5,140504050,140507049,Chst12,-0.23158728544438273,chr5,140502601,140525199,peak_9593,41.6409176723277,.,2999,ENSMUSG00000036599,11.060092221772658
chr5,140647532,140650531,Ttyh3,0.4191349001087907,chr5,140637001,140649999,peak_9596,28.65141806941219,.,2467,ENSMUSG00000036565,14.066802978603201
chr5,142399997,142402996,Foxk1,0.20560382707365865,chr5,142362401,142448199,peak_9601,134.25617623367032,.,2999,ENSMUSG00000056493,13.712275848124488
chr5,143908348,143911347,Aimp2,-0.46578611372123474,.,-1,-1,.,-1,.,0,ENSMUSG00000029610,13.51741930817863
chr5,144766232,144769231,Trrap,0.045864401650367106,.,-1,-1,.,-1,.,0,ENSMUSG00000045482,12.402179774997443
chr5,145190563,145193562,Atp5j2,-0.051979858105585953,.,-1,-1,.,-1,.,0,ENSMUSG00000038690,13.527519110342924
chr5,146220056,146223055,Rnf6,-0.1103296057282305,.,-1,-1,.,-1,.,0,ENSMUSG00000029634,14.321343759124096
chr5,149634877,149637876,Hsph1,-0.32011327369901016,chr5,149506601,149643999,peak_9660,305.90134075600974,.,2999,ENSMUSG00000029657,11.303155563218912
chr6,17634734,17637733,Capza2,0.1648475914954136,chr6,17627001,17636199,peak_9719,28.76879264646979,.,1465,ENSMUSG00000015733,13.879869604641476
chr6,33058761,33061760,Chchd3,0.29096910113177776,.,-1,-1,.,-1,.,0,ENSMUSG00000053768,10.211881645675223
